"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"296848757885108224","","","","","2013-01-31 05:13:53 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mord Fustang + feed me is louder than black church"
"295635538248101888","","","","","2013-01-27 20:52:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Mixed monitors for the first time in a while today. I forgot how hard it is"
"294368119068180480","","268597102","","","2013-01-24 08:56:43 +0000","web","@dbproductionLtd what bar is that?"
"290737855662260224","","","","","2013-01-14 08:31:21 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","And people listen to songs for the lyrics @dbproductionLtd"
"290582477389570048","","","290274924101251072","265110456","2013-01-13 22:13:56 +0000","web","RT @halesyesbacon: I feel like getting shit housed tonight. Anyone else?!"
"290144986962481152","","","","","2013-01-12 17:15:30 +0000","web","Coffee in the shower? Yes"
"289651789660291072","","22412376","","","2013-01-11 08:35:42 +0000","web","@deadmau5 get off your ass and make something on the level of Secondary Complications"
"287871640195448834","","","","","2013-01-06 10:42:02 +0000","web","Fresh Pots!"
"287868670393319424","","","","","2013-01-06 10:30:14 +0000","web","I am not a morning person"
"286265117983789056","","268597102","","","2013-01-02 00:18:17 +0000","web","@dbproductionLtd I am so fried Dave. I haven't even had any coffee today"
"284793663551336449","","","","","2012-12-28 22:51:15 +0000","web","There is usually more than one ""right"" way to do something"
"284781855864127488","","","284724451243876352","510770821","2012-12-28 22:04:20 +0000","web","RT @coffee_dad: holding two coffees"
"284406336521920512","","","","","2012-12-27 21:12:09 +0000","web","Electronic music is best listened to while caffeinated"
"284405219314520064","","268597102","","","2012-12-27 21:07:42 +0000","web","@dbproductionLtd how snowed in are you? Are you going to make it to NY?"
"284402622025302016","","268597102","","","2012-12-27 20:57:23 +0000","web","@dbproductionLtd sip on some of this http://t.co/p9p9SoEb","http://laptopsymphony.com/2012/05/bt-laptop-symphony-episode-39/"
"281641842863382528","","","","","2012-12-20 06:07:02 +0000","web","Might have drank too much for my 6am wake up call"
"277864793996668928","","","","","2012-12-09 19:58:24 +0000","web","On that audio grind again. I forgot how exhausting this is"
"277342421271076864","","","","","2012-12-08 09:22:40 +0000","web","I think it might be time to go on tour"
"275138977483329536","","459644738","","","2012-12-02 07:26:58 +0000","web","@mycatdontsmell the only way to live"
"272840944187998208","","10787822","","","2012-11-25 23:15:24 +0000","web","@anniedineen are you in DC for break?"
"272827127185936384","","268597102","","","2012-11-25 22:20:30 +0000","web","@dbproductionLtd I've been up since 4:30am. Running on fumes."
"272824346920235008","","","","","2012-11-25 22:09:27 +0000","web","A full pot kind of day"
"272546209162469376","","123386864","","","2012-11-25 03:44:14 +0000","web","@shellboyp lets do it"
"270430924259348480","","","","","2012-11-19 07:38:51 +0000","web","I feel like I have spent a good portion of my life in airports"
"270286655456432132","","10371302","","","2012-11-18 22:05:35 +0000","web","@WillHirzy Flag art!"
"270286555485204480","","184908355","","","2012-11-18 22:05:11 +0000","web","@_Rosilly it is Sunday after all rose"
"270284136902701057","","10371302","","","2012-11-18 21:55:34 +0000","web","@WillHirzy any good ones?"
"270257355353124864","","","","","2012-11-18 20:09:09 +0000","web","I guy stopped my car today to tell me to slow down.  My response ""Don't  tell me how to drive dude"""
"269340952131416064","","223384477","","","2012-11-16 07:27:41 +0000","web","@WrestleCrow I just happen to be trying to get them to come to NY too"
"269340850373398528","","223384477","","","2012-11-16 07:27:17 +0000","web","@WrestleCrow hey I have other friends too"
"268824311274541056","","","","","2012-11-14 21:14:44 +0000","web","FRESH POTS!"
"268519504626204672","","268597102","","","2012-11-14 01:03:33 +0000","web","@dbproductionLtd what made you say that?"
"268467436804780033","","268597102","","","2012-11-13 21:36:39 +0000","web","@dbproductionLtd doing a C class in the spring"
"268464877637627904","","268597102","","","2012-11-13 21:26:29 +0000","web","@dbproductionLtd I like the sound of Master of Science in Sound and Vibration Studies better. Not quite as funny though"
"268443247079194624","","","","","2012-11-13 20:00:32 +0000","web","It is already funny that I have a Bachelor of Science in Recording Arts. What if I added a Master of Arts in Recording Science"
"267641676955258881","","","","","2012-11-11 14:55:23 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">Camera on iOS</a>","Greetings from the new office http://t.co/5GDvjZ1x","http://twitter.com/PintoBeanDip/status/267641676955258881/photo/1"
"266360263102574593","","","","","2012-11-08 02:03:30 +0000","web","It is amazing how out of shape one gets while not in college"
"265361048889077760","","","","","2012-11-05 07:52:58 +0000","web","I think I having been going to kabob palace too much. They know exactly what I want"
"265330057822744576","","","","","2012-11-05 05:49:50 +0000","web","Embrace the night"
"265324284522659840","","","","","2012-11-05 05:26:53 +0000","web","Is it still considered a nap if it lasts six hours?"
"265225584127393793","","","265160619945246721","811935362","2012-11-04 22:54:41 +0000","web","RT @randronmars: So apparently there is a new drink called the Hurricane Sandy but it is just a watered-down Manhattan. #lifeonmars #san ..."
"264535356114882560","","","","","2012-11-03 01:11:58 +0000","web","Halloween for real! Hoorah"
"264247241546530817","","268597102","","","2012-11-02 06:07:06 +0000","web","@dbproductionLtd I will have to put that tea in my notes to buy later. Time to hit the hay"
"264226756972662786","","268597102","","","2012-11-02 04:45:42 +0000","web","@dbproductionLtd probably non at this point"
"264226305875263488","","268597102","","","2012-11-02 04:43:55 +0000","web","@dbproductionLtd I am thinking about going to buy some tea. Any ideas?"
"264222796035526656","","268597102","","","2012-11-02 04:29:58 +0000","web","@dbproductionLtd is this what they call crowd sourcing?"
"264221540332216320","","268597102","","","2012-11-02 04:24:58 +0000","web","@dbproductionLtd @WrestleCrow I cam up with Mary Martin is ....The Enticer"
"264218633750851584","","","","","2012-11-02 04:13:25 +0000","web","These wool socks might be making my feet a little too toasty"
"264218296654635008","","268597102","","","2012-11-02 04:12:05 +0000","web","@dbproductionLtd How about just ""Sports with Mary Martin"""
"264218031679471616","","268597102","","","2012-11-02 04:11:02 +0000","web","@dbproductionLtd @WrestleCrow we just need a title based on her personality. Like ""The Many Moods of Devin Bean"""
"264217293813346305","","268597102","","","2012-11-02 04:08:06 +0000","web","@dbproductionLtd dave quick we need to come up with @WrestleCrow TV show name"
"264162824857718785","","268597102","","","2012-11-02 00:31:40 +0000","web","@dbproductionLtd this book is cooking my noodle by the way"
"264158665626509312","","268597102","","","2012-11-02 00:15:08 +0000","web","@dbproductionLtd @WrestleCrow @WillHirzy @Kittysourous a cabin in New Orleans?"
"264127452295598080","","816074390","","","2012-11-01 22:11:06 +0000","web","@Kittysourous how does New Orleans keep coming up?"
"264114620057391104","","459644738","","","2012-11-01 21:20:07 +0000","web","@SaradiseXOXO ""Bambi Attempts Life"" Season 1"
"264081398825095168","","","","","2012-11-01 19:08:06 +0000","web","Winter West Fest?"
"264036489611063296","","","","","2012-11-01 16:09:39 +0000","web","Job #3 check"
"264036453472931840","","","","","2012-11-01 16:09:30 +0000","web","They said I grew up in a theatrical environment haha"
"263093252318703618","","10787822","","","2012-10-30 01:41:34 +0000","web","@anniedineen it is nice living in a brick house on the top of a hill. Surrounded by other brick houses."
"263048679311695872","","10371302","","","2012-10-29 22:44:27 +0000","web","@WillHirzy of course it is. Need to find some peeps to go with"
"263044768093831168","","268597102","","","2012-10-29 22:28:54 +0000","web","@dbproductionLtd @SaradiseXOXO I went for a walk earlier. It wasn't so bad."
"263041775126597632","","459644738","","","2012-10-29 22:17:00 +0000","web","@SaradiseXOXO how do you find this stuff?"
"263040537181945856","","459644738","","","2012-10-29 22:12:05 +0000","web","@SaradiseXOXO @dbproductionLtd I am actually looking for someone to go on a hurricane bike ride with."
"263031333377409025","","459644738","","","2012-10-29 21:35:31 +0000","web","@SaradiseXOXO @dbproductionLtd we are friends because we drank my home brew cider one night and decided to a project"
"263020015723356160","","268597102","","","2012-10-29 20:50:33 +0000","web","@dbproductionLtd how are you communicating with your power out?"
"263014198261465089","","268597102","","","2012-10-29 20:27:26 +0000","web","@dbproductionLtd @DJFable32 you mean just the right amount of jug wine"
"263014101578547204","","276346645","","","2012-10-29 20:27:03 +0000","web","@DJFable32 @dbproductionLtd I would go to the tune inn. I do believe it is open"
"263012866578329602","","10787822","","","2012-10-29 20:22:08 +0000","web","@anniedineen any relation to the tune inn?"
"263008542187995137","","268597102","","","2012-10-29 20:04:57 +0000","web","@dbproductionLtd is this storm going to make Dave caffeine free?"
"263005631382966272","","268597102","","","2012-10-29 19:53:23 +0000","web","@dbproductionLtd for sure. Let me fire up this fresh pot"
"263004242242048000","","","","","2012-10-29 19:47:52 +0000","web","The upside to this hurricane is I can let my legs recover from the marathon"
"263003974968410112","","","","","2012-10-29 19:46:48 +0000","web","Drinking coffee by the window. Hmmm #Sandy"
"262385152007737344","","","262005845792002049","459644738","2012-10-28 02:47:49 +0000","web","RT @SaradiseXOXO: coffee and beer: the original Four Loko"
"261768779644669952","","","","","2012-10-26 09:58:35 +0000","web","Music on Sony MDR-7506s sounds like butter"
"261325510003548160","","","","","2012-10-25 04:37:11 +0000","web","I am having epic Dayton withdrawal symptoms. @_Rosilly @WrestleCrow"
"260866176274538497","","268597102","","","2012-10-23 22:11:57 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dbproductionLtd what was the name of the ocean sounding song that you tweeted a while ago"
"259896870749483008","","268597102","","","2012-10-21 06:00:17 +0000","web","@dbproductionLtd I have been on this Pendulum kick lately"
"259895495563018240","","268597102","","","2012-10-21 05:54:49 +0000","web","@dbproductionLtd that song is like a ocean flowing over my mind"
"259522035418537984","","184908355","","","2012-10-20 05:10:49 +0000","web","@_Rosilly @WrestleCrow and we now get to have late night talks in person. Hurrray"
"259359637478981632","","","","","2012-10-19 18:25:30 +0000","web","Job #2 check"
"259210240472514560","","","","","2012-10-19 08:31:51 +0000","web","I just listened to Pendulum and my brain might have exploded."
"257961673464377344","","","257864861676097536","315663771","2012-10-15 21:50:30 +0000","web","RT @FiWoProblems: I have too many chips for my dip, but if I open another dip, I'll have too much dip for my chips."
"257694623496040448","","794408688","","","2012-10-15 04:09:20 +0000","web","@_gar_bear get better!"
"256302121954209792","","","","","2012-10-11 07:56:02 +0000","web","You guys rock @_Rosilly @WrestleCrow"
"255814950642143233","","","","","2012-10-09 23:40:11 +0000","web","Hanging out with the hayley. I am going to miss this chick"
"255186667269419008","","","","","2012-10-08 06:03:37 +0000","web","While running tonight I ran into a drunk girl coming out of a bar who tried to tackle me."
"253780070496358400","","","","","2012-10-04 08:54:18 +0000","web","I strive to learn new things"
"253777877512888320","","","253774476536324096","268597102","2012-10-04 08:45:35 +0000","web","RT @dbproductionLtd: Nothing beats late night, impromptu phone conversations about life and the pursuit of becoming a renaissance man. c ..."
"252313846230953985","","268597102","","","2012-09-30 07:48:03 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@dbproductionLtd 25.6 glasses of wine in a gallon my friend"
"251555769609232384","","","","","2012-09-28 05:35:43 +0000","web","There is now a picture of me at me job of me wearing an apron cooking eggs.
Not sure How i feel about that"
"251550353143787520","","","","","2012-09-28 05:14:12 +0000","web","You don't realize who you truly are until you try to do something different"
"251327603624013824","","","","","2012-09-27 14:29:04 +0000","web","Well that turned into a shit show #wildwednesdays"
"250745150425407488","","184908355","","","2012-09-25 23:54:37 +0000","web","@_Rosilly YES!"
"250742067150606337","","","","","2012-09-25 23:42:22 +0000","web","Been on the verge of quitting my job for three straight weeks"
"249976315279708160","","223384477","","","2012-09-23 20:59:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@WrestleCrow @dbproductionLtd oh boy. I know what you are talking about. Can I get a copy"
"248205858188713984","","","","","2012-09-18 23:44:22 +0000","web","There is now a Chipotle within walking distance from my house. #thereisagod"
"247947120139718656","","268597102","","","2012-09-18 06:36:14 +0000","web","@dbproductionLtd @WrestleCrow fucking legends"
"247456571871875072","","","","","2012-09-16 22:06:58 +0000","web","That was the most intense vacation ever"
"245441079208452097","","","","","2012-09-11 08:38:08 +0000","web","Don't outshine the master @dbproductionLtd"
"245441015215960064","","","","","2012-09-11 08:37:52 +0000","web","Is it arrogant to say that I think I might be overqualified for my job?"
"245420046489382912","","268597102","","","2012-09-11 07:14:33 +0000","web","@dbproductionLtd we always knew they were shit compared to host monster."
"245419204117925888","","10787822","","","2012-09-11 07:11:12 +0000","web","@anniedineen pay for your own internet"
"245013238599790592","245000291269881857","184908355","","","2012-09-10 04:18:02 +0000","web","RT @_Rosilly I love a good #sundayfunday"
"244357027072208896","","","","","2012-09-08 08:50:29 +0000","web","12 hour shift tomorrow. FML"
"244356550473441280","","","244306249422868480","384624984","2012-09-08 08:48:36 +0000","web","RT @PabstBlueRibbon: I thought I had a lot of beers in my fridge before I started drinking them."
"243960889424900097","","","","","2012-09-07 06:36:23 +0000","web","Not too bad. Didn't fall over."
"243953979762044928","","","","","2012-09-07 06:08:55 +0000","web","About to go on a run drunk. Lets see what happens"
"243150334917242882","","","","","2012-09-05 00:55:32 +0000","web","With the British kids"
"241440096459558912","","","","","2012-08-31 07:39:39 +0000","web","Tune Inn... Drunk and full for 16.50. Gotta love it"
"241439351475691520","","","","","2012-08-31 07:36:41 +0000","web","""Who is that ugly bro?"" I might have lost my touch."
"239817445542612992","","","","","2012-08-26 20:11:49 +0000","web","Good thing I have unlimited Red Bull as a job perk"
"239817359345459200","","","","","2012-08-26 20:11:28 +0000","web","Worked 18 hours at work yesterday."
"238116578774900736","","223384477","","","2012-08-22 03:33:11 +0000","web","@WrestleCrow that box wine can certainly hit you in the head"
"238116519391948800","","223384477","","","2012-08-22 03:32:56 +0000","web","@WrestleCrow Sounds like my arrival to West Fest"
"238078495547351040","","","","","2012-08-22 01:01:51 +0000","web","Tune Inn again"
"237783943003381760","","","","","2012-08-21 05:31:24 +0000","web","I didn't know you could get kicked out of DA club for doing pullups."
"237781817552416768","","459644738","","","2012-08-21 05:22:57 +0000","web","@bambibitchzXOXO been there"
"237781650023522304","","223384477","","","2012-08-21 05:22:17 +0000","web","@WrestleCrow you were hungover on a monday?"
"237766675490017280","","10787822","","","2012-08-21 04:22:47 +0000","web","@anniedineen are you still in DC?"
"236716712748281856","","","","","2012-08-18 06:50:36 +0000","web","Working late on the weekends certainly puts a damper on your social life"
"236253069711654912","","","236233282033946624","75536916","2012-08-17 00:08:15 +0000","web","RT @thadcastle: Beer is the hand-job of alcohols"
"234455359027286018","","","","","2012-08-12 01:04:48 +0000","web","Now if I remember how to do this properly I need to wear a tank top, gym shorts and tennis shoes. Oh and keep the red bull flowing"
"234415180702949376","","","","","2012-08-11 22:25:08 +0000","web","Tonight we go to DA club"
"234375500997476354","","","","","2012-08-11 19:47:28 +0000","web","Sorry for partying"
"233287917680857089","","","","","2012-08-08 19:45:48 +0000","web","French fries for breakfast at 3:45.  Yet another day off in the middle of the week"
"232025420831272960","","","231819994797858816","223384477","2012-08-05 08:09:05 +0000","web","RT @WrestleCrow: Anyone else in the mood to weird out strangers"
"232025179025465344","","","","","2012-08-05 08:08:08 +0000","web","Why does the party stop at 3am in DC. Far too early for my taste"
"230802951613067265","","","","","2012-08-01 23:11:26 +0000","web","Having my days off in the middle of the week makes for a strange weekend"
"230382579570855936","","","","","2012-07-31 19:21:01 +0000","web","I bought 15 dollars worth of food at 7 eleven last night. Whooops"
"228474338293211136","","","","","2012-07-26 12:58:21 +0000","web","Ahhh yes what a day"
"224861488303710208","","","","","2012-07-16 13:42:11 +0000","web","""What is that on your neck"" ""I am allergic to bees"" ""Where is your epipen"" ""I can't take that out in public"""
"222868870770339840","","","","","2012-07-11 01:44:14 +0000","web","Hey I just met you
and this is crazy
but you have cookie
share it maybe"
"222416939430055937","","184908355","","","2012-07-09 19:48:25 +0000","web","@_Rosilly best day to forget"
"222185045769732096","","268597102","","","2012-07-09 04:26:57 +0000","web","@dbproductionLtd I prefer Oceanids and Nereids?"
"221778454016819200","","268597102","","","2012-07-08 01:31:18 +0000","web","@dbproductionLtd @WrestleCrow @saradiseXOXO Carson apparently does"
"221701166759813121","","","","","2012-07-07 20:24:11 +0000","web","That awkward moment when you get a work call while hammerfaced at a bar"
"221699559565434880","","","","","2012-07-07 20:17:48 +0000","web","When your day job has you working outside. The weekends become susceptible to cabin fever"
"218444171319586816","","","","","2012-06-28 20:42:03 +0000","web","All you need in this world is a Domain Name Server"
"218418658416918528","","268597102","","","2012-06-28 19:00:40 +0000","web","@dbproductionLtd very mild all things considered"
"218118765676724224","","","","","2012-06-27 23:09:00 +0000","web","I have a permanent West Fest scar.  The second degree burn I got playing with homemade tiki torches"
"217239572688547840","","","217055596942327808","223384477","2012-06-25 12:55:24 +0000","web","RT @WrestleCrow: 45 minute shower. still not long enough to wash off all the sin. #occupywestfest"
"215712602951647232","","","215652765748305921","223384477","2012-06-21 07:47:46 +0000","web","RT @WrestleCrow: 'mo pants, 'mo problems."
"215712413192957952","","","","","2012-06-21 07:47:01 +0000","web","Going to be up all fucking night. TOO excited for West Fest."
"215676877384331265","","268597102","","","2012-06-21 05:25:49 +0000","web","@dbproductionLtd are you staying here tonight. I dunked my phone in coffee so all i can do is tweet"
"215676518867800064","","31540624","","","2012-06-21 05:24:23 +0000","web","@DebbieDanko if you can get to my house come here"
"215673437774032898","","31540624","","","2012-06-21 05:12:09 +0000","web","@DebbieDanko my phone got fucked up can't check messages. Facebook me"
"215160952218337281","","268597102","","","2012-06-19 19:15:43 +0000","web","@dbproductionLtd and why would geniuses be at a bar?"
"211145413720416258","","","","","2012-06-08 17:19:24 +0000","web","RT @_Rosilly Because I live hardcore"
"210533471754530816","","","","","2012-06-07 00:47:48 +0000","<a href=""http://www.apple.com"" rel=""nofollow"">Photos on iOS</a>","Thinking about thinking http://t.co/KHtx6Ax2","http://twitter.com/PintoBeanDip/status/210533471754530816/photo/1"
"210482305054162944","","268597102","","","2012-06-06 21:24:26 +0000","web","@dbproductionLtd yup... really wild stuff"
"210475164901711874","","288951576","","","2012-06-06 20:56:04 +0000","web","@PintoBeanDip some are on the Delaware Bay. One is on the ocean off the coast of NJ."
"210432563335004160","","","","","2012-06-06 18:06:47 +0000","<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","Night sailing http://t.co/C9OEOzMM","http://twitpic.com/9thj5m"
"210431864836595712","","","","","2012-06-06 18:04:00 +0000","<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","A little ocean wing on wing http://t.co/x9NvjU7Q","http://twitpic.com/9thian"
"210429928779431936","","","","","2012-06-06 17:56:19 +0000","<a href=""http://twitpic.com"" rel=""nofollow"">Twitpic</a>","This is not how you keep watch http://t.co/s5GH9L6V","http://twitpic.com/9thfy1"
"209163115785490432","","","","","2012-06-03 06:02:27 +0000","web","People who go to bed early are punks"
"209019136771244033","","","","","2012-06-02 20:30:20 +0000","web","Doing my first boat delivery Monday. Atlantic Highlands, NJ to Annapolis, MD. Hope all goes well"
